RoomCd|RoomType|RoomCharacteristic|minPax|maxPax|maxAdults|maxChildren|minAdults|Description__ENG|TypeDescription__ENG|CharacteristicDescription__ENG|Description__IND|TypeDescription__IND|CharacteristicDescription__IND
SUI.BV|SUI|BV|0|4|4|5|1|SUITE BAY VIEW|SUITE|BAY VIEW|SUITE PEMANDANGAN TELUK|SUITE|PEMANDANGAN TELUK
SUI.BV-2|SUI|BV-2|1|4|4|3|1|SUITE BAY VIEW|SUITE|BAY VIEW|SUITE PEMANDANGAN TELUK|SUITE|PEMANDANGAN TELUK
SUI.BV-DX|SUI|BV-DX|0|4|4|1|1|SUITE DELUXE BAY VIEW|SUITE|DELUXE BAY VIEW|SUITE DELUKS PEMANDANGAN TELUK|SUITE|DELUKS PEMANDANGAN TELUK
SUI.BV-KG|SUI|BV-KG|0|4|4|3|1|SUITE BAY VIEW KING BED|SUITE|BAY VIEW KING BED|SUITE PEMANDANGAN TELUK RANJANG KING|SUITE|PEMANDANGAN TELUK RANJANG KING
SUI.C1|SUI|C1|0|4|4|2|1|SUITE CAPACITY 1|SUITE|CAPACITY 1|SUITE KAPASITAS 1|SUITE|KAPASITAS 1
SUI.C1-1|SUI|C1-1|1|1|1|1|1|SUITE CAPACITY 1|SUITE|CAPACITY 1|SUITE KAPASITAS 1|SUITE|KAPASITAS 1
SUI.C1-2|SUI|C1-2|1|2|2|2|1|SUITE CAPACITY 1|SUITE|CAPACITY 1|SUITE KAPASITAS 1|SUITE|KAPASITAS 1
SUI.C1-3|SUI|C1-3|1|2|2|3|1|SUITE CAPACITY 1|SUITE|CAPACITY 1|SUITE KAPASITAS 1|SUITE|KAPASITAS 1
SUI.C1-4|SUI|C1-4|1|4|4|0|1|SUITE CAPACITY 1|SUITE|CAPACITY 1|SUITE KAPASITAS 1|SUITE|KAPASITAS 1
SUI.C2|SUI|C2|0|4|4|3|1|SUITE CAPACITY 2|SUITE|CAPACITY 2|SUITE KAPASITAS 2|SUITE|KAPASITAS 2
SUI.C2-1|SUI|C2-1|1|4|4|3|1|SUITE CAPACITY 2|SUITE|CAPACITY 2|SUITE KAPASITAS 2|SUITE|KAPASITAS 2
SUI.C2-2|SUI|C2-2|1|4|4|2|1|SUITE CAPACITY 2|SUITE|CAPACITY 2|SUITE KAPASITAS 2|SUITE|KAPASITAS 2
SUI.C2-3|SUI|C2-3|2|2|2|0|2|SUITE CAPACITY 2|SUITE|CAPACITY 2|SUITE KAPASITAS 2|SUITE|KAPASITAS 2
SUI.C2-4|SUI|C2-4|2|4|4|0|2|SUITE CAPACITY 2|SUITE|CAPACITY 2|SUITE KAPASITAS 2|SUITE|KAPASITAS 2
SUI.C2-DX|SUI|C2-DX|1|4|4|3|1|SUITE DELUXE CAPACITY 2|SUITE|DELUXE CAPACITY 2|SUITE DELUKS KAPASITAS 2|SUITE|DELUKS KAPASITAS 2
SUI.C2-EJ|SUI|C2-EJ|0|4|4|2|1|SUITE EXECUTIVE CAPACITY 2|SUITE|EXECUTIVE CAPACITY 2|SUITE EKSEKUTIF KAPASITAS 2|SUITE|EKSEKUTIF KAPASITAS 2
SUI.C2-GV|SUI|C2-GV|1|2|2|0|1|SUITE GARDEN VIEW CAPACITY 2|SUITE|GARDEN VIEW CAPACITY 2|SUITE PEMANDANGAN KEBUN KAPASITAS 2|SUITE|PEMANDANGAN KEBUN KAPASITAS 2
SUI.C2-SU|SUI|C2-SU|1|2|2|1|1|SUITE SUPERIOR CAPACITY 2|SUITE|SUPERIOR CAPACITY 2|SUITE SUPERIOR KAPASITAS 2|SUITE|SUPERIOR KAPASITAS 2
SUI.C2-VM|SUI|C2-VM|1|4|4|2|1|SUITE SEA VIEW CAPACITY 2|SUITE|SEA VIEW CAPACITY 2|SUITE PEMANDANGAN LAUT KAPASITAS 2|SUITE|PEMANDANGAN LAUT KAPASITAS 2
SUI.C3|SUI|C3|0|4|4|3|1|SUITE CAPACITY 3|SUITE|CAPACITY 3|SUITE KAPASITAS 3|SUITE|KAPASITAS 3
SUI.C3-1|SUI|C3-1|1|2|2|2|1|SUITE CAPACITY 3|SUITE|CAPACITY 3|SUITE KAPASITAS 3|SUITE|KAPASITAS 3
SUI.C3-2|SUI|C3-2|1|2|2|2|1|SUITE CAPACITY 3|SUITE|CAPACITY 3|SUITE KAPASITAS 3|SUITE|KAPASITAS 3
SUI.C3-3|SUI|C3-3|3|4|4|0|3|SUITE CAPACITY 3|SUITE|CAPACITY 3|SUITE KAPASITAS 3|SUITE|KAPASITAS 3
SUI.C3-SU|SUI|C3-SU|0|4|4|1|1|SUITE SUPERIOR CAPACITY 3|SUITE|SUPERIOR CAPACITY 3|SUITE SUPERIOR KAPASITAS 3|SUITE|SUPERIOR KAPASITAS 3
SUI.C3-VM|SUI|C3-VM|1|2|2|2|1|SUITE SEA VIEW CAPACITY 3|SUITE|SEA VIEW CAPACITY 3|SUITE PEMANDANGAN LAUT KAPASITAS 3|SUITE|PEMANDANGAN LAUT KAPASITAS 3
SUI.C4|SUI|C4|0|4|4|5|1|SUITE CAPACITY 4|SUITE|CAPACITY 4|SUITE KAPASITAS 4|SUITE|KAPASITAS 4
SUI.C4-1|SUI|C4-1|0|4|4|0|3|SUITE CAPACITY 4|SUITE|CAPACITY 4|SUITE KAPASITAS 4|SUITE|KAPASITAS 4
SUI.C4-2|SUI|C4-2|0|4|4|2|1|SUITE CAPACITY 4|SUITE|CAPACITY 4|SUITE KAPASITAS 4|SUITE|KAPASITAS 4
SUI.C4-3|SUI|C4-3|0|1|1|0|1|SUITE CAPACITY 4|SUITE|CAPACITY 4|SUITE KAPASITAS 4|SUITE|KAPASITAS 4
SUI.C4-DX|SUI|C4-DX|1|4|4|2|1|SUITE DELUXE CAPACITY 4|SUITE|DELUXE CAPACITY 4|SUITE DELUKS KAPASITAS 4|SUITE|DELUKS KAPASITAS 4
SUI.C4-SU|SUI|C4-SU|0|4|4|4|1|SUITE SUPERIOR CAPACITY 4|SUITE|SUPERIOR CAPACITY 4|SUITE SUPERIOR KAPASITAS 4|SUITE|SUPERIOR KAPASITAS 4
SUI.C4-VM|SUI|C4-VM|1|4|4|2|1|SUITE SEA VIEW CAPACITY 4|SUITE|SEA VIEW CAPACITY 4|SUITE PEMANDANGAN LAUT KAPASITAS 4|SUITE|PEMANDANGAN LAUT KAPASITAS 4
SUI.C5|SUI|C5|0|4|4|5|1|SUITE CAPACITY 5|SUITE|CAPACITY 5|SUITE KAPASITAS 5|SUITE|KAPASITAS 5
SUI.C5-1|SUI|C5-1|1|4|4|0|1|SUITE CAPACITY 5|SUITE|CAPACITY 5|SUITE KAPASITAS 5|SUITE|KAPASITAS 5
SUI.C5-VM|SUI|C5-VM|1|4|4|0|1|SUITE SEA VIEW CAPACITY 5|SUITE|SEA VIEW CAPACITY 5|SUITE PEMANDANGAN LAUT KAPASITAS 5|SUITE|PEMANDANGAN LAUT KAPASITAS 5
SUI.C6|SUI|C6|0|4|4|5|1|SUITE CAPACITY 6|SUITE|CAPACITY 6|SUITE KAPASITAS 6|SUITE|KAPASITAS 6
SUI.C8|SUI|C8|1|4|4|7|1|SUITE CAPACITY 8|SUITE|CAPACITY 8|SUITE KAPASITAS 8|SUITE|KAPASITAS 8
SUI.CB|SUI|CB|0|4|4|4|1|SUITE CLUB|SUITE|CLUB|SUITE KLUB|SUITE|KLUB
SUI.CB-1|SUI|CB-1|1|4|4|4|1|SUITE CLUB|SUITE|CLUB|SUITE KLUB|SUITE|KLUB
SUI.CB-2|SUI|CB-2|1|4|4|9|1|SUITE CLUB|SUITE|CLUB|SUITE KLUB|SUITE|KLUB
SUI.CB-3|SUI|CB-3|1|2|2|0|1|SUITE CLUB|SUITE|CLUB|SUITE KLUB|SUITE|KLUB
SUI.CB-CV|SUI|CB-CV|1|4|4|3|1|SUITE CLUB CITY VIEW|SUITE|CLUB CITY VIEW|SUITE KLUB PEMANDANGAN KOTA|SUITE|KLUB PEMANDANGAN KOTA
SUI.CB-DX|SUI|CB-DX|1|4|4|2|1|SUITE CLUB DELUXE|SUITE|CLUB DELUXE|SUITE KLUB DELUKS|SUITE|KLUB DELUKS
SUI.CB-EJ|SUI|CB-EJ|0|4|4|3|1|SUITE CLUB EXECUTIVE|SUITE|CLUB EXECUTIVE|SUITE KLUB EKSEKUTIF|SUITE|KLUB EKSEKUTIF
SUI.CB-GD|SUI|CB-GD|1|2|2|2|2|SUITE CLUB GRAND|SUITE|CLUB GRAND|SUITE KLUB GRAND|SUITE|KLUB GRAND
SUI.CB-KG|SUI|CB-KG|0|4|4|3|1|SUITE CLUB KING BED|SUITE|CLUB KING BED|SUITE KLUB RANJANG KING|SUITE|KLUB RANJANG KING
SUI.CB-OF|SUI|CB-OF|1|2|2|2|1|SUITE CLUB OCEAN FRONT|SUITE|CLUB OCEAN FRONT|SUITE KLUB DEPAN SAMUDRA|SUITE|KLUB DEPAN SAMUDRA
SUI.CB-OV|SUI|CB-OV|0|4|4|4|1|SUITE CLUB OCEAN VIEW|SUITE|CLUB OCEAN VIEW|SUITE KLUB PEMANDANGAN SAMUDRA|SUITE|KLUB PEMANDANGAN SAMUDRA
SUI.CB-PE|SUI|CB-PE|1|4|4|5|1|SUITE CLUB PREMIER|SUITE|CLUB PREMIER|SUITE KLUB PREMIER|SUITE|KLUB PREMIER
SUI.CB-PI|SUI|CB-PI|1|4|4|3|1|SUITE CLUB PREMIUM|SUITE|CLUB PREMIUM|SUITE KLUB PREMIUM|SUITE|KLUB PREMIUM
SUI.CB-SU|SUI|CB-SU|1|2|2|2|1|SUITE CLUB SUPERIOR|SUITE|CLUB SUPERIOR|SUITE KLUB SUPERIOR|SUITE|KLUB SUPERIOR
SUI.CB-VM|SUI|CB-VM|1|4|4|3|1|SUITE CLUB SEA VIEW|SUITE|CLUB SEA VIEW|SUITE KLUB PEMANDANGAN LAUT|SUITE|KLUB PEMANDANGAN LAUT
SUI.CM|SUI|CM|1|4|4|8|1|SUITE CONNECTING ROOM|SUITE|CONNECTING ROOM|SUITE KAMAR PENGHUBUNG|SUITE|KAMAR PENGHUBUNG
SUI.CM-1|SUI|CM-1|1|1|1|0|1|SUITE CONNECTING ROOM|SUITE|CONNECTING ROOM|SUITE KAMAR PENGHUBUNG|SUITE|KAMAR PENGHUBUNG
SUI.CM-2|SUI|CM-2|2|4|4|5|2|SUITE CONNECTING ROOM|SUITE|CONNECTING ROOM|SUITE KAMAR PENGHUBUNG|SUITE|KAMAR PENGHUBUNG
SUI.CV|SUI|CV|0|4|4|5|1|SUITE CITY VIEW|SUITE|CITY VIEW|SUITE PEMANDANGAN KOTA|SUITE|PEMANDANGAN KOTA
SUI.CV-1|SUI|CV-1|1|2|2|1|1|SUITE CITY VIEW|SUITE|CITY VIEW|SUITE PEMANDANGAN KOTA|SUITE|PEMANDANGAN KOTA
SUI.CV-2|SUI|CV-2|1|4|4|2|1|SUITE CITY VIEW|SUITE|CITY VIEW|SUITE PEMANDANGAN KOTA|SUITE|PEMANDANGAN KOTA
SUI.CV-DX|SUI|CV-DX|0|4|4|4|1|SUITE DELUXE CITY VIEW|SUITE|DELUXE CITY VIEW|SUITE DELUKS PEMANDANGAN KOTA|SUITE|DELUKS PEMANDANGAN KOTA
SUI.CV-DX-KG|SUI|CV-DX-KG|0|1|1|0|1|SUITE DELUXE CITY VIEW KING BED|SUITE|DELUXE CITY VIEW KING BED|SUITE DELUKS PEMANDANGAN KOTA RANJANG KING|SUITE|DELUKS PEMANDANGAN KOTA RANJANG KING
SUI.CV-EJ|SUI|CV-EJ|0|4|4|3|1|SUITE EXECUTIVE CITY VIEW|SUITE|EXECUTIVE CITY VIEW|SUITE EKSEKUTIF PEMANDANGAN KOTA|SUITE|EKSEKUTIF PEMANDANGAN KOTA
SUI.CV-KG|SUI|CV-KG|0|4|4|3|1|SUITE CITY VIEW KING BED|SUITE|CITY VIEW KING BED|SUITE PEMANDANGAN KOTA RANJANG KING|SUITE|PEMANDANGAN KOTA RANJANG KING
SUI.CV-LX|SUI|CV-LX|0|4|4|6|1|SUITE LUXURY CITY VIEW|SUITE|LUXURY CITY VIEW|SUITE LUKSURI PEMANDANGAN KOTA|SUITE|LUKSURI PEMANDANGAN KOTA
SUI.CV-PE|SUI|CV-PE|0|2|2|2|1|SUITE PREMIER CITY VIEW|SUITE|PREMIER CITY VIEW|SUITE PREMIER PEMANDANGAN KOTA|SUITE|PREMIER PEMANDANGAN KOTA
SUI.CV-PI|SUI|CV-PI|1|2|2|2|1|SUITE PREMIUM CITY VIEW|SUITE|PREMIUM CITY VIEW|SUITE PREMIUM PEMANDANGAN KOTA|SUITE|PREMIUM PEMANDANGAN KOTA
SUI.CV-QN|SUI|CV-QN|0|4|4|3|1|SUITE CITY VIEW QUEEN BED|SUITE|CITY VIEW QUEEN BED|SUITE PEMANDANGAN KOTA RANJANG QUEEN|SUITE|PEMANDANGAN KOTA RANJANG QUEEN
SUI.CV-SU|SUI|CV-SU|0|4|4|5|1|SUITE SUPERIOR CITY VIEW|SUITE|SUPERIOR CITY VIEW|SUITE SUPERIOR PEMANDANGAN KOTA|SUITE|SUPERIOR PEMANDANGAN KOTA
SUI.DB|SUI|DB|0|4|4|7|1|SUITE DOUBLE BED|SUITE|DOUBLE BED|SUITE RANJANG DOUBLE|SUITE|RANJANG DOUBLE
SUI.DB-1|SUI|DB-1|1|2|2|1|1|SUITE DOUBLE BED|SUITE|DOUBLE BED|SUITE RANJANG DOUBLE|SUITE|RANJANG DOUBLE
SUI.DB-3|SUI|DB-3|1|2|2|1|1|SUITE DOUBLE BED|SUITE|DOUBLE BED|SUITE RANJANG DOUBLE|SUITE|RANJANG DOUBLE
SUI.DB-SU|SUI|DB-SU|0|2|2|1|1|SUITE SUPERIOR DOUBLE BED|SUITE|SUPERIOR DOUBLE BED|SUITE SUPERIOR RANJANG DOUBLE|SUITE|SUPERIOR RANJANG DOUBLE
SUI.DP|SUI|DP|0|4|4|6|1|SUITE DUPLEX|SUITE|DUPLEX|SUITE DUPLEKS|SUITE|DUPLEKS
SUI.DP-1|SUI|DP-1|1|4|4|3|1|SUITE DUPLEX|SUITE|DUPLEX|SUITE DUPLEKS|SUITE|DUPLEKS
SUI.DP-SU|SUI|DP-SU|1|4|4|4|1|SUITE DUPLEX SUPERIOR|SUITE|DUPLEX SUPERIOR|SUITE DUPLEKS SUPERIOR|SUITE|DUPLEKS SUPERIOR
SUI.DX|SUI|DX|0|4|4|5|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-1|SUI|DX-1|1|4|4|4|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-10|SUI|DX-10|1|2|2|0|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-2|SUI|DX-2|1|4|4|1|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-3|SUI|DX-3|1|4|4|2|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-4|SUI|DX-4|1|4|4|2|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-7|SUI|DX-7|1|2|2|2|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-8|SUI|DX-8|1|4|4|2|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-9|SUI|DX-9|1|2|2|2|1|SUITE DELUXE|SUITE|DELUXE|SUITE DELUKS|SUITE|DELUKS
SUI.DX-EJ|SUI|DX-EJ|0|4|4|5|1|SUITE DELUXE EXECUTIVE|SUITE|DELUXE EXECUTIVE|SUITE DELUKS EKSEKUTIF|SUITE|DELUKS EKSEKUTIF
SUI.DX-GD|SUI|DX-GD|0|4|4|4|1|SUITE GRAND DELUXE|SUITE|GRAND DELUXE|SUITE GRAND DELUKS|SUITE|GRAND DELUKS
SUI.DX-GV|SUI|DX-GV|0|4|4|3|1|SUITE DELUXE GARDEN VIEW|SUITE|DELUXE GARDEN VIEW|SUITE DELUKS PEMANDANGAN KEBUN|SUITE|DELUKS PEMANDANGAN KEBUN
SUI.DX-HV|SUI|DX-HV|0|2|2|2|1|SUITE DELUXE HARBOUR VIEW|SUITE|DELUXE HARBOUR VIEW|SUITE DELUKS PEMANDANGAN PELABUHAN|SUITE|DELUKS PEMANDANGAN PELABUHAN
SUI.DX-JA|SUI|DX-JA|1|4|4|2|1|SUITE DELUXE WITH JACUZZI|SUITE|DELUXE WITH JACUZZI|SUITE DELUKS DENGAN JACUZZI|SUITE|DELUKS DENGAN JACUZZI
SUI.DX-KG|SUI|DX-KG|0|4|4|99|1|SUITE DELUXE KING BED|SUITE|DELUXE KING BED|SUITE DELUKS RANJANG KING|SUITE|DELUKS RANJANG KING
SUI.DX-KT|SUI|DX-KT|0|4|4|5|1|SUITE DELUXE WITH KITCHENETTE|SUITE|DELUXE WITH KITCHENETTE|SUITE DELUKS DENGAN DAPUR|SUITE|DELUKS DENGAN DAPUR
SUI.DX-LK|SUI|DX-LK|0|4|4|2|1|SUITE DELUXE LAKE VIEW|SUITE|DELUXE LAKE VIEW|SUITE DELUKS PEMANDANGAN DANAU|SUITE|DELUKS PEMANDANGAN DANAU
SUI.DX-LV|SUI|DX-LV|0|4|4|3|2|SUITE DELUXE LAND VIEW|SUITE|DELUXE LAND VIEW|SUITE DELUKS PEMANDANGAN DATARAN|SUITE|DELUKS PEMANDANGAN DATARAN
SUI.DX-MV|SUI|DX-MV|1|4|4|3|1|SUITE DELUXE MARINA VIEW|SUITE|DELUXE MARINA VIEW|SUITE DELUKS PEMANDANGAN DERMAGA|SUITE|DELUKS PEMANDANGAN DERMAGA
SUI.DX-OF|SUI|DX-OF|0|4|4|3|1|SUITE DELUXE OCEAN FRONT|SUITE|DELUXE OCEAN FRONT|SUITE DELUKS DEPAN SAMUDRA|SUITE|DELUKS DEPAN SAMUDRA
SUI.DX-OF-TR|SUI|DX-OF-TR|1|2|2|0|1|SUITE DELUXE OCEAN FRONT WITH TERRACE|SUITE|DELUXE OCEAN FRONT WITH TERRACE|SUITE DELUKS DEPAN SAMUDRA DENGAN TERAS|SUITE|DELUKS DEPAN SAMUDRA DENGAN TERAS
SUI.DX-OV|SUI|DX-OV|0|4|4|4|1|SUITE DELUXE OCEAN VIEW|SUITE|DELUXE OCEAN VIEW|SUITE DELUKS PEMANDANGAN SAMUDRA|SUITE|DELUKS PEMANDANGAN SAMUDRA
SUI.DX-PE|SUI|DX-PE|1|4|4|2|1|SUITE DELUXE PREMIER|SUITE|DELUXE PREMIER|SUITE DELUKS PREMIER|SUITE|DELUKS PREMIER
SUI.DX-PI|SUI|DX-PI|1|4|4|3|1|SUITE DELUXE PREMIUM|SUITE|DELUXE PREMIUM|SUITE DELUKS PREMIUM|SUITE|DELUKS PREMIUM
SUI.DX-PO|SUI|DX-PO|0|4|4|3|1|SUITE DELUXE PARTIAL OCEAN VIEW|SUITE|DELUXE PARTIAL OCEAN VIEW|SUITE DELUKS PEMANDANGAN PARSIAL SAMUDRA|SUITE|DELUKS PEMANDANGAN PARSIAL SAMUDRA
SUI.DX-PP|SUI|DX-PP|1|4|4|3|1|SUITE DELUXE WITH PRIVATE POOL|SUITE|DELUXE WITH PRIVATE POOL|SUITE DELUKS DENGAN KOLAM RENANG PRIBADI|SUITE|DELUKS DENGAN KOLAM RENANG PRIBADI
SUI.DX-PV|SUI|DX-PV|0|2|2|0|1|SUITE DELUXE PARK VIEW|SUITE|DELUXE PARK VIEW|SUITE DELUKS PEMANDANGAN TAMAN|SUITE|DELUKS PEMANDANGAN TAMAN
SUI.DX-QN|SUI|DX-QN|0|4|4|5|1|SUITE DELUXE QUEEN BED|SUITE|DELUXE QUEEN BED|SUITE DELUKS RANJANG QUEEN|SUITE|DELUKS RANJANG QUEEN
SUI.DX-RV|SUI|DX-RV|0|2|2|2|1|SUITE DELUXE RIVER VIEW|SUITE|DELUXE RIVER VIEW|SUITE DELUKS PEMANDANGAN SUNGAI|SUITE|DELUKS PEMANDANGAN SUNGAI
SUI.DX-SF|SUI|DX-SF|1|2|2|2|1|SUITE DELUXE SEA FRONT|SUITE|DELUXE SEA FRONT|SUITE DELUKS DEPAN LAUT|SUITE|DELUKS DEPAN LAUT
SUI.DX-SS|SUI|DX-SS|1|2|2|2|1|SUITE DELUXE SIDE SEA VIEW|SUITE|DELUXE SIDE SEA VIEW|SUITE DELUKS PEMANDANGAN TEPI LAUT|SUITE|DELUKS PEMANDANGAN TEPI LAUT
SUI.DX-SU|SUI|DX-SU|1|4|4|3|1|SUITE DELUXE SUPERIOR|SUITE|DELUXE SUPERIOR|SUITE DELUKS SUPERIOR|SUITE|DELUKS SUPERIOR
SUI.DX-TR|SUI|DX-TR|0|4|4|2|1|SUITE DELUXE WITH TERRACE|SUITE|DELUXE WITH TERRACE|SUITE DELUKS DENGAN TERAS|SUITE|DELUKS DENGAN TERAS
SUI.DX-VL|SUI|DX-VL|0|4|4|2|1|SUITE DELUXE LAGOON VIEW|SUITE|DELUXE LAGOON VIEW|SUITE DELUKS PEMANDANGAN LAGUNA|SUITE|DELUKS PEMANDANGAN LAGUNA
SUI.DX-VM|SUI|DX-VM|0|4|4|4|1|SUITE DELUXE SEA VIEW|SUITE|DELUXE SEA VIEW|SUITE DELUKS PEMANDANGAN LAUT|SUITE|DELUKS PEMANDANGAN LAUT
SUI.DX-VN|SUI|DX-VN|0|2|2|2|1|SUITE DELUXE MOUNTAIN VIEW|SUITE|DELUXE MOUNTAIN VIEW|SUITE DELUKS PEMANDANGAN PEGUNUNGAN|SUITE|DELUKS PEMANDANGAN PEGUNUNGAN
SUI.DX-VP|SUI|DX-VP|0|4|4|7|1|SUITE DELUXE POOL VIEW|SUITE|DELUXE POOL VIEW|SUITE DELUKS PEMANDANGAN KOLAM RENANG|SUITE|DELUKS PEMANDANGAN KOLAM RENANG
SUI.EJ|SUI|EJ|0|4|4|5|1|SUITE EXECUTIVE|SUITE|EXECUTIVE|SUITE EKSEKUTIF|SUITE|EKSEKUTIF
SUI.EJ-1|SUI|EJ-1|1|4|4|3|1|SUITE EXECUTIVE|SUITE|EXECUTIVE|SUITE EKSEKUTIF|SUITE|EKSEKUTIF
SUI.EJ-2|SUI|EJ-2|1|4|4|1|1|SUITE EXECUTIVE|SUITE|EXECUTIVE|SUITE EKSEKUTIF|SUITE|EKSEKUTIF
SUI.EJ-3|SUI|EJ-3|1|2|2|2|1|SUITE EXECUTIVE|SUITE|EXECUTIVE|SUITE EKSEKUTIF|SUITE|EKSEKUTIF
SUI.EJ-4|SUI|EJ-4|1|4|4|6|1|SUITE EXECUTIVE|SUITE|EXECUTIVE|SUITE EKSEKUTIF|SUITE|EKSEKUTIF
SUI.EJ-GV|SUI|EJ-GV|0|4|4|2|1|SUITE EXECUTIVE GARDEN VIEW|SUITE|EXECUTIVE GARDEN VIEW|SUITE EKSEKUTIF PEMANDANGAN KEBUN|SUITE|EKSEKUTIF PEMANDANGAN KEBUN
SUI.EJ-KG|SUI|EJ-KG|0|4|4|7|1|SUITE EXECUTIVE KING BED|SUITE|EXECUTIVE KING BED|SUITE EKSEKUTIF RANJANG KING|SUITE|EKSEKUTIF RANJANG KING
SUI.EJ-OV|SUI|EJ-OV|0|4|4|3|1|SUITE EXECUTIVE OCEAN VIEW|SUITE|EXECUTIVE OCEAN VIEW|SUITE EKSEKUTIF PEMANDANGAN SAMUDRA|SUITE|EKSEKUTIF PEMANDANGAN SAMUDRA
SUI.EJ-QN|SUI|EJ-QN|0|4|4|3|1|SUITE EXECUTIVE QUEEN BED|SUITE|EXECUTIVE QUEEN BED|SUITE EKSEKUTIF RANJANG QUEEN|SUITE|EKSEKUTIF RANJANG QUEEN
SUI.EJ-SU|SUI|EJ-SU|1|4|4|3|1|SUITE EXECUTIVE SUPERIOR|SUITE|EXECUTIVE SUPERIOR|SUITE EKSEKUTIF SUPERIOR|SUITE|EKSEKUTIF SUPERIOR
SUI.EJ-VM|SUI|EJ-VM|0|4|4|3|1|SUITE EXECUTIVE SEA VIEW|SUITE|EXECUTIVE SEA VIEW|SUITE EKSEKUTIF PEMANDANGAN LAUT|SUITE|EKSEKUTIF PEMANDANGAN LAUT
SUI.EJ-VN|SUI|EJ-VN|0|2|2|2|1|SUITE EXECUTIVE MOUNTAIN VIEW|SUITE|EXECUTIVE MOUNTAIN VIEW|SUITE EKSEKUTIF PEMANDANGAN PEGUNUNGAN|SUITE|EKSEKUTIF PEMANDANGAN PEGUNUNGAN
SUI.EY|SUI|EY|1|4|4|3|1|SUITE ECONOMY|SUITE|ECONOMY|SUITE EKONOMI|SUITE|EKONOMI
SUI.EY-1|SUI|EY-1|1|1|1|1|1|SUITE ECONOMY|SUITE|ECONOMY|SUITE EKONOMI|SUITE|EKONOMI
SUI.FA|SUI|FA|1|4|4|5|1|SUITE FEMALE ROOM|SUITE|FEMALE ROOM|SUITE KAMAR PEREMPUAN|SUITE|KAMAR PEREMPUAN
SUI.FA-1|SUI|FA-1|1|4|4|2|1|SUITE FEMALE ROOM|SUITE|FEMALE ROOM|SUITE KAMAR PEREMPUAN|SUITE|KAMAR PEREMPUAN
SUI.FH|SUI|FH|1|4|4|2|1|SUITE WITH SHARED BATHROOM|SUITE|WITH SHARED BATHROOM|SUITE DENGAN KAMAR MANDI BERSAMA|SUITE|DENGAN KAMAR MANDI BERSAMA
SUI.FV|SUI|FV|1|4|4|3|1|SUITE FOUNTAIN VIEW|SUITE|FOUNTAIN VIEW|SUITE PEMANDANGAN AIR MANCUR|SUITE|PEMANDANGAN AIR MANCUR
SUI.FV-1|SUI|FV-1|1|2|2|2|1|SUITE FOUNTAIN VIEW|SUITE|FOUNTAIN VIEW|SUITE PEMANDANGAN AIR MANCUR|SUITE|PEMANDANGAN AIR MANCUR
SUI.FV-2|SUI|FV-2|1|2|2|1|1|SUITE FOUNTAIN VIEW|SUITE|FOUNTAIN VIEW|SUITE PEMANDANGAN AIR MANCUR|SUITE|PEMANDANGAN AIR MANCUR
SUI.GD|SUI|GD|0|4|4|5|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-1|SUI|GD-1|1|4|4|2|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-2|SUI|GD-2|1|2|2|1|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-3|SUI|GD-3|1|2|2|1|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-4|SUI|GD-4|4|4|4|0|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-5|SUI|GD-5|1|4|4|1|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-6|SUI|GD-6|1|2|2|1|1|SUITE GRAND|SUITE|GRAND|SUITE GRAND|SUITE|GRAND
SUI.GD-SU|SUI|GD-SU|1|4|4|4|1|SUITE GRAND SUPERIOR|SUITE|GRAND SUPERIOR|SUITE GRAND SUPERIOR|SUITE|GRAND SUPERIOR
SUI.GR|SUI|GR|0|4|4|3|1|SUITE GUEST ROOM|SUITE|GUEST ROOM|SUITE GUEST ROOM|SUITE|GUEST ROOM
SUI.GR-1|SUI|GR-1|0|4|4|3|1|SUITE GUEST ROOM|SUITE|GUEST ROOM|SUITE GUEST ROOM|SUITE|GUEST ROOM
SUI.GR-2|SUI|GR-2|1|4|4|6|1|SUITE GUEST ROOM|SUITE|GUEST ROOM|SUITE GUEST ROOM|SUITE|GUEST ROOM
